ADDTOSPHERE_OTHER_ACCEPT_3;§Y$RECIPIENT$§W has been included in the ;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_4;Sphere of Influence of §Y$ACTOR$§W.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_5;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_6;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN1;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN2;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_BTN3;Go to;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_HEADER;The Foreign Minister reports;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has included $RECIPIENT$ in their Sphere of Influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_OTHER_ACCEPT_SETUP;When a nation is added to another nation's Sphere of Influence;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_1;§Y$RECIPIENT$§W;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we have included;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_3;§Y$RECIPIENT$§W in our Sphere of Influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_4;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_5;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_6;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN1;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN2;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_BTN3;Go to;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_HEADER;The Foreign Minister reports;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_LOG;We have included $RECIPIENT$ in our Sphere of Influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_MAP;Added to Sphere;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_THEY_ACCEPT_SETUP;When we add a nation to our Sphere of Influence;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_1;§Y$RECIPIENT$§W;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, we have been included in;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_3;the Sphere of Influence of §Y$ACTOR$§W.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_4;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_5;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_6;*;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN1;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN2;OK;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_BTN3;Go to;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_HEADER;The Foreign Minister reports;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_LOG;$ACTOR$ has included us in their Sphere of Influence.;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_MAP;Added to Sphere;;;;;;;;x;;;;;;;;;;;;;
ADDTOSPHERE_WE_ACCEPT_SETUP;When we are added to a nation's Sphere of Influence;;;;;;;;x;;;;;;;;;;;;;
ADD_ACCEPTED_CULTURE;§Y$CULTURE$§W added as accepted culture.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_BUILDING;Gain §Y$NAME$§W in §Y$WHERE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_BUILDING_EFFECT;Gain a §Y$BUILDING$§W with level §Y$VALUE$§W in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_CRIME;Gain §Y$NAME$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_DISSENT_EFFECT;Gain §R$VALUE$§W in dissent§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_ENERGY_EFFECT;Gain §G$VALUE$§W energy§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_METAL_EFFECT;Gain §G$VALUE$§W metal§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_MONEY_EFFECT;Gain §G$VALUE$§W¤§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_NEUTRALITY_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W in neutrality§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_ORGANISATION_POPULARITY_EFFECT;§Y$IDEOLOGY$§W gains §G$ORGANISATION$§W in organisation and §G$POPULARITY$§W in popularity§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_CRUDE_OIL_EFFECT;Gain §G$VALUE$§W crude oil in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_ENERGY_EFFECT;Gain §G$VALUE$§W energy in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_METAL_EFFECT;Gain §G$VALUE$§W metal in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_MONEY_EFFECT;Gain §G$VALUE$§W ¤ in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_PROVINCE_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies in §Y$PROVINCE$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_RARE_MATERIALS_EFFECT;Gain §G$VALUE$§W rare materials§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_RELATIVE_INCOME_EFFECT;Treasury: $VALUE$¤;;;;;;;;x;;;;;;;;;;;;;
ADD_RULING_PARTY_ORG_EFFECT;$NAME$ gains §Y$VALUE$§W organisation.;;;;;;;;x;;;;;;;;;;;;;
ADD_RULING_PARTY_POP_EFFECT;$NAME$ gains §Y$VALUE$§W popularity.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_SUB_UNIT_EFFECT;Get $UNIT$ in §Y$WHERE$§W.;;;;;;;;x;;;;;;;;;;;;;
ADD_SUPPLIES_EFFECT;Gain §G$VALUE$§W supplies§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_THREAT_EFFECT;§Y$COUNTRY$§W gains §R$VALUE$§W threat on §Y$TARGET_COUNTRY$§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_UNITY_EFFECT;Gain §G$VALUE$§W unity§W.\n;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_DESC;Require $COST$ war score to demand;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_EFFECT;When we add this war goal, we will gain:;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_FAILURE;If we fail to achive this war goal, we will gain:;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_INFAMY;If we add this war goal to our war, we will gain $COST$ §Yinfamy§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_MILITANCY;If we fail to achive this war goal, our entire population will gain $MILITANCY$ §YMilitancy§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_PEACE_COST;Costs $COST$ war score to demand in a peace deal;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_PRESTIGE;If we achive this war goal, we will gain $COST$ §Yprestige§W;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_SUCCESS;If we achive this war goal, we will gain:;;;;;;;;x;;;;;;;;;;;;;
ADD_WARGOAL_WARGOAL;War goal: §Y$GOAL$§W;;;;;;;;x;;;;;;;;;;;;;
ADJ;Adjara;;;;;;;;x;;;;;;;;;;;;;
ADJ_ADJ;Adjaran;;;;;;;;x;;;;;;;;;;;;;
ADJ_FORT_EXTRA_ATTR;And §R+$VAL$%§W from hostile adjacent forts.;;;;;;;;x;;;;;;;;;;;;;
ADJ_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
ADJ_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
ADL;Oromia;;;;;;;;x;;;;;;;;;;;;;
ADL_ADJ;Oromo;;;;;;;;x;;;;;;;;;;;;;
ADL_MORE;&& ....;;;;;;;;x;;;;;;;;;;;;;
ADL_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
ADL_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
ADL_conservative_2;Uniï¿½n Liberal;;;;;;;;x;;;;;;;;;;;;;
ADL_conservative_4;Nacionalista Vasco;;;;;;;;x;;;;;;;;;;;;;
ADL_conservative_5;Uniï¿½n Nacional;;;;;;;;x;;;;;;;;;;;;;
ADL_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal_2;Republicano Federal;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal_3;Republicano Unitario;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal_4;Radical Republicano;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal_5;Uniï¿½n Republicana;;;;;;;;x;;;;;;;;;;;;;
ADL_liberal_6;Republicano Reformista;;;;;;;;x;;;;;;;;;;;;;
ADL_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
ADL_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
ADL_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
ADMINISTRATION;Administration;;;;;;;;x;;;;;;;;;;;;;
ADMINISTRATIVE_TAX_EFFICIENCY;Administrative Tax Efficiency: §Y$VALUE$§W%.;;;;;;;;x;;;;;;;;;;;;;
ADMIRAL;Admiral;;;;;;;;x;;;;;;;;;;;;;
ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing your tax efficiency.;;;;;;;;x;;;;;;;;;;;;;
ADM_EFF_TECH;Adm. Eff.;;;;;;;;x;;;;;;;;;;;;;
ADM_EXPLAIN_DESC;This needed percentage is based on the following.\n;;;;;;;;x;;;;;;;;;;;;;
ADO;Andorra;;;;;;;;x;;;;;;;;;;;;;
ADO_ADJ;Andorran;;;;;;;;x;;;;;;;;;;;;;
ADO_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
ADO_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
ADO_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
ADO_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
ADO_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
ADO_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
ADO_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
AEH;Atjeh;;;;;;;;x;;;;;;;;;;;;;
AEH_ADJ;Atjehan;;;;;;;;x;;;;;;;;;;;;;
AEH_communist;Communist Party;;;;;;;;x;;;;;;;;;;;;;
AEH_conservative;Conservative Party;;;;;;;;x;;;;;;;;;;;;;
AEH_traditionalist;Peoples Party;;;;;;;;x;;;;;;;;;;;;;
AEH_liberal;Liberal Party;;;;;;;;x;;;;;;;;;;;;;
AEH_populist;Patriot Party;;;;;;;;x;;;;;;;;;;;;;
AEH_progressive;Libertarian Party;;;;;;;;x;;;;;;;;;;;;;
AEH_socialist;Labour Party;;;;;;;;x;;;;;;;;;;;;;
AFG;Afghanistan;;;;;;;;x;;;;;;;;;;;;;
AFG_1209;Pashtunistan;;;;;;;;x;;;;;;;;;;;;;
AFG_1214;Western Afghanistan;;;;;;;;x;;;;;;;;;;;;;
AFG_1217;Eastern Afghanistan;;;;;;;;x;;;;;;;;;;;;;
AFG_ADJ;Afghan;;;;;;;;x;;;;;;;;;;;;;
AFG_communist;The Communist Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_conservative;Amir Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_traditionalist;The Fascist Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_liberal;Pashah Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_liberal_2;The Liberal Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_populist;The Nationalist Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_progressive;The Radical Faction;;;;;;;;x;;;;;;;;;;;;;
AFG_socialist;The Socialist Faction;;;;;;;;x;;;;;;;;;;;;;
AGREE;Agree;;;;;;;;x;;;;;;;;;;;;;
AGREE_RP_TR;At least §Y$VAL$%§W is of the same ideology as the ruling party.;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST$ Civil War;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$Taiping Rebellion;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$War of $FIRST$ Aggression;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$Crimean War;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$War of $SECOND$ Subjugation;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$War of $FIRST$ Liberation;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$Mexican-American War;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$ War of Imperial Restoration;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$ War of the British Raj;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$ War of Chinese Reunification;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$FIRST$ Colonial War for $STATE$;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$ War of Colonial Reconquest;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME;$ORDER$ War of The $STATE$ Concession;;;;;;;;x;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME;$ORDER$War of $FIRST$ Aggression against $SECOND_COUNTRY$;;;;;;;;x;;;;;;;;;;;;;
