party_socialist_2_AFG;伊斯兰民族阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AFG;伊斯兰民族运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AFG;民族联合党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AFG;普什图塔利班;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AFG;人民民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AFG;塔利班;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALA;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALA;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALA;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ALA;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALA;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALA;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALA;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ALB;阿尔巴尼亚民族阵线党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALB;阿尔巴尼亚传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALB;阿尔巴尼亚民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALB;阿尔巴尼亚劳动党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALB;阿尔巴尼亚共和党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALB;阿尔巴尼亚社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALB;人权团结党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALG;民解力量本·贝拉派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALG;伊斯兰拯救阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALG;阿尔及利亚民主运动党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALG;民族解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALG;阿尔及利亚复兴党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALG;工人社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ALT;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ALT;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ALT;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ALT;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ALT;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ALT;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ALT;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ANG;安哥拉民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ANG;民主复兴党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ANG;安哥拉人民解放运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ANG;安哥拉人民解放运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ANG;穆斯林兄弟会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ANG;民族解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ANG;安哥拉全国同盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ANG;安哥拉全国同盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AOS;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AOS;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AOS;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AOS;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AOS;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AOS;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AOS;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARG;国家联盟党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARG;公民联盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARG;穆斯林兄弟会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARG;国民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARG;正义党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARG;庇隆主义党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARG;激进公民联盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARG;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARM;艾哈迈德派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARM;亚美尼亚革命联盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARM;传统派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARM;国家统一党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARM;亚美尼亚人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_ARM;亚美尼亚繁荣党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARM;亚美尼亚共和党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARM;法治党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ARU;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ARU;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ARU;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ARU;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ARU;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ARU;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ARU;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AST;澳大利亚民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AST;澳大利亚绿党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AST;澳大利亚劳工党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AST;澳大利亚反移民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AST;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AST;澳大利亚自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AST;澳大利亚国家党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AST;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATJ;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATJ;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATJ;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATJ;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATJ;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATJ;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATJ;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_ATL;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_ATL;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_ATL;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_ATL;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_ATL;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_ATL;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_ATL;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AUS;穆斯林中央委员会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AUS;基督教选举会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AUS;奥地利共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AUS;欧洲党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_AUS;奥地利人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AUS;奥地利绿党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AUS;奥地利社会民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AUS;自由论坛;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZA;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZA;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZA;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZA;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZA;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZA;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZA;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZB;阿塞拜疆联盟党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZB;阿塞拜疆共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZB;阿塞拜疆人民阵线党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZB;阿塞拜疆伊斯兰党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZB;阿塞拜疆平等党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZB;新阿塞拜疆社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZB;新阿塞拜疆党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZK;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZK;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZK;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZK;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZK;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZK;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZK;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_AZO;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_AZO;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_AZO;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_AZO;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_AZO;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_AZO;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_AZO;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAH;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAH;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAH;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAH;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAH;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAH;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAH;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAK;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAK;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAK;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAK;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAK;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAK;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAK;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BAR;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BAR;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BAR;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BAR;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BAR;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BAR;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BAR;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEL;基督教民主和佛兰德党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEL;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEL;生态联盟党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEL;佛兰德人党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEL;佛兰德自由民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BEL;国民阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEL;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEL;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEN;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEN;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEN;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEN;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEN;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEN;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEN;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BEU;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BEU;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BEU;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BEU;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BEU;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BEU;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BEU;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BHR;阿勒哈利法激进派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BHR;巴林伊斯兰解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_1_BHR;伊斯兰行动社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_2_BHR;伊斯兰民族和谐协会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_3_BHR;阿萨拉派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_4_BHR;门巴尔伊斯兰社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHR;民族解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_1_BHR;民主改革论坛;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BHR;阿勒哈利法;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BHR;国家联合委员会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_1_BHR;经济学家集团;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_2_BHR;梅斯阿克派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BHR;自由民主权利运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_1_BHR;巴林自由运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_2_BHR;共和国联盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BHR;阿拉伯解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_1_BHR;巴林人民解放阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_2_BHR;全国民主行动协会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_3_BHR;国家正义运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_4_BHR;国家民主大会;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BHU;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BHU;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BHU;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BHU;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BHU;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BHU;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BHU;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BIF;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BIF;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BIF;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BIF;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BIF;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BIF;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BIF;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BLO;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BLO;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BLO;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BLO;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BLO;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BLO;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BLO;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BLZ;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BLZ;人民联合党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BLZ;人民统一党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BLZ;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BLZ;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BLZ;联合民主党自由派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BLZ;联合民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BNG;人民联盟;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BNG;印度教人党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BNG;孟加拉国民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BNG;伊斯兰大会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_1_BNG;孟加拉民族党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BNG;国民社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BNG;自由民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BNG;孟加拉工人党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BOH;ANO 2011党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BOH;公民民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BOH;波希米亚与摩拉维亚共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BOH;捷克社会民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BOH;绿党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BOH;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BOH;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BOL;基督教民主党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BOL;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BOL;民主团结党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BOL;玻利维亚绿党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BOL;社会主义运动;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BOL;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BOL;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BOP;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_conservative_0_BOP;保守党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BOP;自由党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BOP;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BOP;进步党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_socialist_0_BOP;社会党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_traditionalist_0_BOP;传统党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_communist_0_BOS;共产党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_liberal_0_BOS;民主阵线;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_populist_0_BOS;人民党;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
party_progressive_0_BOS;社会民主党改革派;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
