#  STRING NAME (do not change!);English;;;;;;;;;;X
##;;;;;;;;;;;X
# New World Order 2;;;;;;;;;;;X
##;;;;;;;;;;;X
# Events;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_8007430_A;Be diligent but not overly oppressive;;;;;;;;;;X
EVT_8007430_B;Impose most stringent measures;;;;;;;;;;X
EVT_8007431_NAME;IRA bombings of 1957;;;;;;;;;;X
EVT_8007431_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007431_A;Bombing are successful and the troubles continue;;;;;;;;;;X
EVT_8007431_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007432_NAME;IRA bombings of 1958;;;;;;;;;;X
EVT_8007432_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007432_A;Bombing are successful and the troubles continue;;;;;;;;;;X
EVT_8007432_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007433_NAME;Internment policy on IRA fighters;;;;;;;;;;X
EVT_8007433_DESC;During years of Border Campaign, the Republic’s government, feared that the IRA’s action would drag it into a diplomatic confrontation with Britain and in January 1957, it used the Offences Against the State Act to arrest most of the IRA’s leadership, including its Chief of Staff, Seán Cronin. Clann na Poblachta (led by former IRA Chief of Staff Seán MacBride) withdrew its support for the government in protest over this policy. In the ensuing Irish general election, 1957, Sinn Féin won four seats and polled 65,640 votes, while Clann na Poblachta's vote dropped sharply. Historically, the new government proved even more hostile to the IRA than its predecessor. In July 1957, after the killing of an RUC man, de Valera introduced wholesale internment without trial for IRA suspects. Then in November 1961 his Minister for Justice, Charles Haughey established military courts which handed down long prison sentences to convicted IRA men. The use of internment on both sides of the Irish border made it impossible for the IRA, most of whose leadership was imprisoned, to maintain the momentum of their campaign.;;;;;;;;;;X
EVT_8007433_A;Military courts will show no leniency;;;;;;;;;;X
EVT_8007433_B;Continue tepid opposition;;;;;;;;;;X
EVT_8007433_C;Covertly support IRA;;;;;;;;;;X
EVT_8007434_NAME;IRA bombings of 1959;;;;;;;;;;X
EVT_8007434_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007434_A;Bombing are still successful and the troubles continue;;;;;;;;;;X
EVT_8007434_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007435_NAME;Successful Border Campaign brews discontent;;;;;;;;;;X
EVT_8007435_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007435_A;Let's hang on this piece of land!;;;;;;;;;;X
EVT_8007435_B;Devolve power to the North Irish state;;;;;;;;;;X
EVT_8007435_C;Strike a deal with Ireland to transfer Ulster;;;;;;;;;;X
EVT_8007436_NAME;IRA bombings of 1960;;;;;;;;;;X
EVT_8007436_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007436_A;Bombing are still successful and the troubles continue;;;;;;;;;;X
EVT_8007436_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007437_NAME;Successful Border Campaign brews discontent;;;;;;;;;;X
EVT_8007437_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007437_A;Let's hang on this piece of land!;;;;;;;;;;X
EVT_8007437_B;Devolve power to the North Irish state;;;;;;;;;;X
EVT_8007437_C;Strike a deal with Ireland to transfer Ulster;;;;;;;;;;X
EVT_8007438_NAME;IRA bombings of 1961;;;;;;;;;;X
EVT_8007438_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007438_A;Bombing are still successful and the troubles continue;;;;;;;;;;X
EVT_8007438_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007439_NAME;Successful Border Campaign brews discontent;;;;;;;;;;X
EVT_8007439_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007439_A;Let's hang on this piece of land!;;;;;;;;;;X
EVT_8007439_B;Devolve power to the North Irish state;;;;;;;;;;X
EVT_8007439_C;Strike a deal with Ireland to transfer Ulster;;;;;;;;;;X
EVT_8007440_NAME;End of the Border Campaign;;;;;;;;;;X
EVT_8007440_DESC;Historically, by late 1961, the Border Campaign was over. It had cost the lives of eight IRA men, four republican supporters and six RUC members. In addition, 32 RUC members were wounded. A total of 256 Republicans were interned in Northern Ireland in this period and another 150 or so in the Republic. Of those in Northern Ireland, 89 had signed a pledge to renounce violence in return for their freedom. That the IRA’s campaign had run its course by 1960 is testified by the fact that the Republic of Ireland's government closed the Curragh camp, which housed internees in the South, on 15 March 1959 (judging them to be no further threat). The Northern Irish government followed suit on 25 April 1961.;;;;;;;;;;X
EVT_8007440_A;At last!;;;;;;;;;;X
EVT_8007441_NAME;IRA bombings of 1960;;;;;;;;;;X
EVT_8007441_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007441_A;Bombing are still successful and the troubles continue;;;;;;;;;;X
EVT_8007441_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007442_NAME;Successful Border Campaign brews discontent;;;;;;;;;;X
EVT_8007442_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007442_A;Let's organize the referendum (possible Game Over);;;;;;;;;;X
EVT_8007442_B;Keep status quo;;;;;;;;;;X
EVT_8007442_C;Join Ireland! (Game Over);;;;;;;;;;X
EVT_8007443_NAME;IRA bombings of 1961;;;;;;;;;;X
EVT_8007443_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007443_A;Bombing are still successful and the troubles continue;;;;;;;;;;X
EVT_8007443_B;IRA is dispersed in Northern Ireland;;;;;;;;;;X
EVT_8007444_NAME;Successful Border Campaign brews discontent;;;;;;;;;;X
EVT_8007444_DESC;The Border Campaign (12 December 1956 – 26 February 1962) was a campaign of guerrilla warfare carried out by the Irish Republican Army (IRA) against targets in Northern Ireland, with the aim of overthrowing British rule there and creating a united Ireland. The Border Campaign was the first major military undertaking carried out by the IRA since the 1940s, when the harsh security measures of the Republic of Ireland and Northern Ireland governments had severely weakened the IRA.;;;;;;;;;;X
EVT_8007444_A;Let's organize the referendum (possible Game Over);;;;;;;;;;X
EVT_8007444_B;Keep status quo;;;;;;;;;;X
EVT_8007444_C;Join Ireland! (Game Over);;;;;;;;;;X
EVT_8007445_NAME;End of the Border Campaign;;;;;;;;;;X
EVT_8007445_DESC;Historically, by late 1961, the Border Campaign was over. It had cost the lives of eight IRA men, four republican supporters and six RUC members. In addition, 32 RUC members were wounded. A total of 256 Republicans were interned in Northern Ireland in this period and another 150 or so in the Republic. Of those in Northern Ireland, 89 had signed a pledge to renounce violence in return for their freedom. That the IRA’s campaign had run its course by 1960 is testified by the fact that the Republic of Ireland's government closed the Curragh camp, which housed internees in the South, on 15 March 1959 (judging them to be no further threat). The Northern Irish government followed suit on 25 April 1961.;;;;;;;;;;X
EVT_8007445_A;At last!;;;;;;;;;;X
EVT_8007450_NAME;Referendum for Unification of Ireland;;;;;;;;;;X
EVT_8007450_DESC;The Northern Ireland sovereignty referendum regarded an issue whether Northern Ireland should join with the Republic of Ireland to form a united Ireland. It was the first time that a major referendum had been held in a region of the United Kingdom.;;;;;;;;;;X
EVT_8007450_A;Let us be united;;;;;;;;;;X
EVT_8007450_B;Let us be divided;;;;;;;;;;X
EVT_8007451_NAME;Éire is one again!;;;;;;;;;;X
EVT_8007451_DESC;The partition of Ireland (Irish: críochdheighilt na hÉireann) was the division of the island of Ireland into two distinct territories, Northern Ireland, a part of the United Kingdom, and the now Republic of Ireland, an independent state. Partition occurred when the British Parliament passed the Government of Ireland Act 1920 creating Northern Ireland and what was then Southern Ireland. From 1801 to 1920 the whole island had formed a constituent country of the United Kingdom. Before then it was the separate Kingdom of Ireland. The Act of 1920 was intended to create two self-governing territories within Ireland that remained within the UK. The Act also contained provisions for co-operation between the two territories and for the eventual reunification of Ireland. However, partition was reinforced in 1922 when what was intended to be Southern Ireland separated from the United Kingdom as the Irish Free State. Since partition began, a key aspiration of Irish nationalists has been to bring about a united Ireland, with the whole island forming one independent state. This goal conflicted with that of unionists in Northern Ireland, whose objective is to remain part of the United Kingdom.;;;;;;;;;;X
EVT_8007451_A;Great!;;;;;;;;;;X
EVT_8206050_NAME;East Indies and the Netherlands;;;;;;;;;;X
EVT_8206050_DESC;The Netherlands East Indies was a Dutch colony formed from the nationalised colonies of the Dutch East India Company, which came under the administration of the Dutch government in 1800. During the 19th century, Dutch possessions and hegemony were expanded, reaching their greatest territorial extent in the early 20th century. This colony which later formed modern-day Indonesia was one of the most valuable European colonies under the Dutch Empire's rule and contributed to Dutch global prominence in spice and cash crop trade in 19th to early 20th century.;;;;;;;;;;X
EVT_8206050_A;We are not fully protected;;;;;;;;;;X
EVT_8206051_NAME;East Indies and the Netherlands;;;;;;;;;;X
EVT_8206051_DESC;The Netherlands East Indies was a Dutch colony formed from the nationalised colonies of the Dutch East India Company, which came under the administration of the Dutch government in 1800. During the 19th century, Dutch possessions and hegemony were expanded, reaching their greatest territorial extent in the early 20th century. This colony which later formed modern-day Indonesia was one of the most valuable European colonies under the Dutch Empire's rule and contributed to Dutch global prominence in spice and cash crop trade in 19th to early 20th century.;;;;;;;;;;X
EVT_8206051_A;We stand together again;;;;;;;;;;X
EVT_8206052_NAME;New Guinea and the Netherlands;;;;;;;;;;X
EVT_8206052_DESC;The Netherlands East Indies was a Dutch colony formed from the nationalised colonies of the Dutch East India Company, which came under the administration of the Dutch government in 1800. During the 19th century, Dutch possessions and hegemony were expanded, reaching their greatest territorial extent in the early 20th century. This colony which later formed modern-day Indonesia was one of the most valuable European colonies under the Dutch Empire's rule and contributed to Dutch global prominence in spice and cash crop trade in 19th to early 20th century.;;;;;;;;;;X
EVT_8206052_A;We are not fully protected;;;;;;;;;;X
EVT_8206052_B;Stay in direct control;;;;;;;;;;X
EVT_8007514_NAME;14th July Revolution;;;;;;;;;;X
EVT_8007514_DESC;The 14 July Revolution was a coup which took place on 14 July 1958 in Iraq, marking the overthrow of the Hashemite monarchy established by King Faisal I in 1932 under the auspices of the British. In 1958, the coup overthrew King Faisal II, the regent and Crown Prince 'Abd al-Ilah, and Prime Minister Nuri al-Said, all of whom were perceived as cooperating with the British. The coup established an Iraqi Republic and was a result of a number of different grievances with Hashemite Iraqi policies. One of the most salient themes that the Free Officers, the group that engineered and executed the coup, represented was anger at Western imperialist control of Iraq through its monarchic mediators.;;;;;;;;;;X
EVT_8007514_A;OK;;;;;;;;;;X
EVT_8007520_NAME;Saddam Hussein comes to power;;;;;;;;;;X
EVT_8007520_DESC;In 1976, Saddam rose to the position of general in the Iraqi armed forces, and rapidly became the strongman of the government. As the ailing, elderly al-Bakr became unable to execute his duties, Saddam took on an increasingly prominent role. He was the de facto leader of Iraq some years before he formally came to power in 1979. Relationships with fellow party members were carefully cultivated, and Saddam soon accumulated a powerful circle of support within the party.;;;;;;;;;;X
EVT_8007520_A;This is necessary evil for great things to come;;;;;;;;;;X
EVT_8007522_NAME;Arab Federation of Iraq and Jordan;;;;;;;;;;X
EVT_8007522_DESC;During the post-colonial years in the Arab world many forces argued for the creation of a single Arab state. Popular under the name of Arab nationalism, this tenet became increasingly popular among young intellectuals throughout the Middle East and in Iraq during the 1950s. Many different versions of Arab Nationalism arose, and developed into an Arab Cold War. Gamal Abdel Nasser's vision of a Pan-Arab state was one free of foreign and specifically European interference, land reform, socialist sympathies and dissolution of the ruling, active monarchies. For Royalist and European aligned Iraq and Jordan, Nasser's vision was incompatible with their existence. Led by Prime Minister Nuri as-Said under King Faisal II, Iraq like Jordan were Hashemite monarchies since their establishment in 1922 at the bequest of the British.;;;;;;;;;;X
EVT_8007522_A;Propose the union;;;;;;;;;;X
EVT_8007522_B;This serves no purpose;;;;;;;;;;X
EVT_8007523_NAME;Arab Federation of Iraq and Jordan;;;;;;;;;;X
EVT_8007523_DESC;During the post-colonial years in the Arab world many forces argued for the creation of a single Arab state. Popular under the name of Arab nationalism, this tenet became increasingly popular among young intellectuals throughout the Middle East and in Iraq during the 1950s. Many different versions of Arab Nationalism arose, and developed into an Arab Cold War. Gamal Abdel Nasser's vision of a Pan-Arab state was one free of foreign and specifically European interference, land reform, socialist sympathies and dissolution of the ruling, active monarchies. For Royalist and European aligned Iraq and Jordan, Nasser's vision was incompatible with their existence. Led by Prime Minister Nuri as-Said under King Faisal II, Iraq like Jordan were Hashemite monarchies since their establishment in 1922 at the bequest of the British.;;;;;;;;;;X
EVT_8007523_A;Agree (Game Over);;;;;;;;;;X
EVT_8007523_B;We shall remain independent;;;;;;;;;;X
EVT_8007524_NAME;Jordan joins Arab Federation;;;;;;;;;;X
EVT_8007524_DESC;In early 1958, the formation the United Arab Republic (UAR) between Syria and Egypt brought Nasser's pan-Arab ideals that threatened the existence of both Hashemite regimes, to the Western borders of Iraq. In order to counter Nasser's pan-Arabism, as-Said approached the Hashemite government of Jordan, to discuss the formation of a union while also appeasing Arab nationalists within Iraq. Officially formed on 14 February 1958, the Arab Union or Arab Federation united the foreign policy and defense functions of each country but left the vast majority of other domestic programs under national jurisdiction. Nuri as-Said became the Premier of the Arab Union. Nuri as-Said mistakenly believed the Iraqi military command would keep the King on his throne and his government in power, but he neglected to see the growing opposition in the Sunni officer corps against the regime.;;;;;;;;;;X
EVT_8007524_A;OK;;;;;;;;;;X
EVT_8007525_NAME;Allied withdrawal from Iraq;;;;;;;;;;X
EVT_8007525_DESC;Anglo-Iraqi War lasted from May 2 to May 31, 1941 between Iraqis and the British and their indigenous Assyrian Levies. The British would continue to occupy Iraq for many years afterwards to secure Mesopotamia as one of their economic and military bases in the Middle East. Yet, shortly after the World War 2, the direct influence over Iraqi politics waned and open occupation transformed into more intricate string-pulling, taking place until the Revolution of 1958.;;;;;;;;;;X
EVT_8007525_A;OK;;;;;;;;;;X
EVT_8007530_NAME;First Kurdish War;;;;;;;;;;X
EVT_8007530_DESC;First Kurdish-Iraqi War or Barzani Rebellion was a major event of the Iraqi-Kurdish conflict, lasting from 1961 until 1970. The struggle was led by Mustafa Barzani, in an attempt to establish an independent Kurdish state in northern Iraq. Throughout the 1960s, the uprising escalated into a long war, which failed to resolve despite internal power changes in Iraq. During the war, 80 percent of the Iraqi army was engaged in combat with the Kurds. The war ended with a stalemate in 1970, resulting in between 75,000 to 105,000 casualties. A series of Kurdish-Iraqi negotiations followed the war in an attempt to resolve the conflict. The negotiations led to the Iraqi-Kurdish Autonomy Agreement of 1970.;;;;;;;;;;X
EVT_8007530_A;Crush Barzani Rebellion;;;;;;;;;;X
EVT_8007530_B;Agree to Kurdish independence;;;;;;;;;;X
EVT_8007531_NAME;Second Kurdish War;;;;;;;;;;X
EVT_8007531_DESC;Second Kurdish–Iraqi War was the second chapter of the Barzani rebellion, initiated by the collapse of the Kurdish autonomy talks and the consequent Iraqi offensive against rebel KDP troops of Mustafa Barzani during 1974-1975. The war came in the aftermath of the First Kurdish Iraqi War (1961-1970), as the 1970 peace plan for Kurdish autonomy had failed to be implemented by 1974. Unlike the previous guerilla campaign in 1961-1970, waged by Barzani, the 1974 war was the Kurdish attempt for a symmetric warfare against the Iraqi Army, which eventually led to the quick collapse of the Kurds, who were lacking advanced and heavy weaponry. The war ended with the exile of the Iraqi KDP party and between 7,000-20,000 mortal casualties from both sides combined.;;;;;;;;;;X
EVT_8007531_A;Crush them again!;;;;;;;;;;X
EVT_8007531_B;Agree to Kurdish independence;;;;;;;;;;X
EVT_8007540_NAME;Iran-Iraq War;;;;;;;;;;X
EVT_8007540_DESC;"The Iran-Iraq War, also known as the First Persian Gulf War, was an armed conflict between the Islamic Republic of Iran and the Republic of Iraq lasting from September 1980 to August 1988, making it the 20th century's longest conventional war and one of the most violent conflicts since World War II.;;;;;;;;;;X
EVT_8007540_A;This will be our glorious Qaddisiyyah!;;;;;;;;;;X
EVT_8007540_B;They are not as weak as they appear;;;;;;;;;;X
EVT_8007541_NAME;Iran-Iraq War;;;;;;;;;;X
EVT_8007541_DESC;"The Iran-Iraq War, also known as the First Persian Gulf War, was an armed conflict between the Islamic Republic of Iran and the Republic of Iraq lasting from September 1980 to August 1988, making it the 20th century's longest conventional war and one of the most violent conflicts since World War II.;;;;;;;;;;X
EVT_8007541_A;They will not pass!;;;;;;;;;;X
EVT_8007541_B;It's a necessary sacrifice;;;;;;;;;;X
EVT_8007542_NAME;Iraqi victory in Iran-Iraq War;;;;;;;;;;X
EVT_8007542_DESC;Iraq launched a full-scale invasion of Iran with surprise air strikes on ten Iranian airfields with the objective of destroying the Iranian Air Force. The next day, Iraq launched a ground invasion of Iran along a front measuring 644 km in three simultaneous attacks. The invasion's purpose, according to Saddam, was to blunt the edge of Khomeini's movement and to thwart his attempts to export his Islamic revolution to Iraq and the Persian Gulf states.;;;;;;;;;;X
EVT_8007542_A;We knew it would bring us glory and success!;;;;;;;;;;X
EVT_8007543_NAME;Iraqi victory in Iran-Iraq War;;;;;;;;;;X
EVT_8007543_DESC;Iraq launched a full-scale invasion of Iran with surprise air strikes on ten Iranian airfields with the objective of destroying the Iranian Air Force. The next day, Iraq launched a ground invasion of Iran along a front measuring 644 km in three simultaneous attacks. The invasion's purpose, according to Saddam, was to blunt the edge of Khomeini's movement and to thwart his attempts to export his Islamic revolution to Iraq and the Persian Gulf states.;;;;;;;;;;X
EVT_8007543_A;OK;;;;;;;;;;X
EVT_8007544_NAME;Stalemate in Iran-Iraq War;;;;;;;;;;X
EVT_8007544_DESC;"After the failure of the summer offensives, Iran believed that a major effort along the entire breadth of the front would yield the victory. The Iranians launched major assaults along the front, though none achieved substantial success, as the Iranians staged more massive 'human wave' attacks. In the air, while Iranian fighter pilots had superior training compared to their Iraqi counterparts, and would continue to dominate in combat, due to shortages of aircraft, the size of defended territory and American intelligence supplied to Iraq, the Iraqis could exploit gaps in Iranian airspace. Nevertheless, the Iraqis never were able to gain total air superiority during the war either.;;;;;;;;;;X
EVT_8007544_A;OK;;;;;;;;;;X
EVT_8007545_NAME;Iranian victory in Iran-Iraq War;;;;;;;;;;X
EVT_8007545_DESC;"After the failure of the summer offensives, Iran believed that a major effort along the entire breadth of the front would yield the victory. The Iranians launched major assaults along the front, though none achieved substantial success, as the Iranians staged more massive 'human wave' attacks. In the air, while Iranian fighter pilots had superior training compared to their Iraqi counterparts, and would continue to dominate in combat, due to shortages of aircraft, the size of defended territory and American intelligence supplied to Iraq, the Iraqis could exploit gaps in Iranian airspace. Nevertheless, the Iraqis never were able to gain total air superiority during the war either.;;;;;;;;;;X
EVT_8007545_A;The Revolution made us strong;;;;;;;;;;X
EVT_8007546_NAME;Iranian victory in Iran-Iraq War;;;;;;;;;;X
EVT_8007546_DESC;"After the failure of the summer offensives, Iran believed that a major effort along the entire breadth of the front would yield the victory. The Iranians launched major assaults along the front, though none achieved substantial success, as the Iranians staged more massive 'human wave' attacks. In the air, while Iranian fighter pilots had superior training compared to their Iraqi counterparts, and would continue to dominate in combat, due to shortages of aircraft, the size of defended territory and American intelligence supplied to Iraq, the Iraqis could exploit gaps in Iranian airspace. Nevertheless, the Iraqis never were able to gain total air superiority during the war either.;;;;;;;;;;X
EVT_8007546_A;OK;;;;;;;;;;X
EVT_8007550_NAME;Invasion of Kuwait;;;;;;;;;;X
EVT_8007550_DESC;"The end of 1980s reinforced the Iraq-Kuwait dispute which summed up to Iraqi claims to Kuwait as Iraqi territory. Kuwait had been a part of the Ottoman Empire's province of Basra, something that Iraq claimed made it rightful Iraq territory. Iraq also accused Kuwait of exceeding its OPEC quotas for oil production. The United Arab Emirates and Kuwait were consistently overproducing;;;;;;;;;;X
EVT_8007550_A;Reclaim the 19th province of Iraq;;;;;;;;;;X
EVT_8007550_B;Another war? Better not;;;;;;;;;;X
EVT_8007551_NAME;Conquest of Kuwait;;;;;;;;;;X
EVT_8007551_DESC;Iraqi commandos infiltrated the Kuwaiti border first to prepare for the major units which began the attack at midnight. The main Iraqi thrust into Kuwait City was conducted by commandos deployed by helicopters and boats to attack the city from the sea, while other divisions seized the airports and two airbases. The Iraqis attacked the Dasman Palace, the Royal Residence of Kuwait's Emir, Jaber Al-Ahmad Al-Jaber Al-Sabah, which was defended by the Emiri Guard supported with M-84 tanks. In the process, the Iraqis killed Fahad Al-Ahmed Al-Jaber Al-Sabah, the Emir's youngest brother.;;;;;;;;;;X
EVT_8007551_A;It is clear victory, is it?;;;;;;;;;;X
EVT_8007560_NAME;Desert Storm;;;;;;;;;;X
EVT_8007560_DESC;One of the West's main concerns was the significant threat Iraq posed to Saudi Arabia. Following Kuwait's conquest, the Iraqi Army was within easy striking distance of Saudi oil fields. Control of these fields, along with Kuwaiti and Iraqi reserves, would have given Saddam control over the majority of the world's oil reserves. Soon after his conquest of Kuwait, Saddam began verbally attacking the Saudis. He argued that the U.S.-supported Saudi state was an illegitimate and unworthy guardian of the holy cities of Mecca and Medina;;;;;;;;;;X
EVT_8007560_A;Carriers are on the way!;;;;;;;;;;X
EVT_8007560_B;It's too costly to intervene;;;;;;;;;;X
EVT_8007561_NAME;Desert Storm;;;;;;;;;;X
EVT_8007561_DESC;When Desert Storm was unravelling, Saudi Arabia was very quick to grant permission to the United States to use its facilities, since one of the most decisive military objectives was defending Saudi Arabia. When King Fahd was asked for 15 billion dollars financial support, the King readily agreed, with the promise that Baker ask Kuwait for the same amount. The U.S. and the U.N. gave several public justifications for involvement in the conflict, the most prominent being the Iraqi violation of Kuwaiti territorial integrity. In addition, the U.S. moved to support its ally Saudi Arabia, whose importance in the region, and as a key supplier of oil, made it of considerable geopolitical importance. Shortly after the Iraqi invasion, U.S. Defense Secretary Dick Cheney made the first of several visits to Saudi Arabia where King Fahd requested U.S. military assistance.;;;;;;;;;;X
EVT_8007561_A;Common operation is in our best interest;;;;;;;;;;X
EVT_8007561_B;We won't cooperate with Americans;;;;;;;;;;X
EVT_8007562_NAME;Victory in the Gulf War;;;;;;;;;;X
EVT_8007562_DESC;The Coalition's advance was much swifter than U.S. generals had expected. On 26 February, Iraqi troops began retreating from Kuwait, after they had set its oil fields on fire (737 oil wells were set on fire). A long convoy of retreating Iraqi troops formed along the main Iraq-Kuwait highway. Although they were retreating, this convoy was bombed so extensively by Coalition air forces that it came to be known as the Highway of Death. Hundreds of Iraqi troops were killed. American, British, and French forces continued to pursue retreating Iraqi forces over the border and back into Iraq, eventually moving to within 240 km of Baghdad before withdrawing back to Iraq's border with Kuwait and Saudi Arabia.;;;;;;;;;;X
EVT_8007562_A;Mission Accomplished;;;;;;;;;;X
EVT_8007563_NAME;Defeat in the Gulf War;;;;;;;;;;X
EVT_8007563_DESC;The Coalition's advance was much swifter than U.S. generals had expected. On 26 February, Iraqi troops began retreating from Kuwait, after they had set its oil fields on fire (737 oil wells were set on fire). A long convoy of retreating Iraqi troops formed along the main Iraq-Kuwait highway. Although they were retreating, this convoy was bombed so extensively by Coalition air forces that it came to be known as the Highway of Death. Hundreds of Iraqi troops were killed. American, British, and French forces continued to pursue retreating Iraqi forces over the border and back into Iraq, eventually moving to within 240 km of Baghdad before withdrawing back to Iraq's border with Kuwait and Saudi Arabia.;;;;;;;;;;X
EVT_8007563_A;OK;;;;;;;;;;X
EVT_8007564_NAME;Victory in the Gulf War;;;;;;;;;;X
EVT_8007564_DESC;The Coalition's advance was much swifter than U.S. generals had expected. On 26 February, Iraqi troops began retreating from Kuwait, after they had set its oil fields on fire (737 oil wells were set on fire). A long convoy of retreating Iraqi troops formed along the main Iraq-Kuwait highway. Although they were retreating, this convoy was bombed so extensively by Coalition air forces that it came to be known as the Highway of Death. Hundreds of Iraqi troops were killed. American, British, and French forces continued to pursue retreating Iraqi forces over the border and back into Iraq, eventually moving to within 240 km of Baghdad before withdrawing back to Iraq's border with Kuwait and Saudi Arabia.;;;;;;;;;;X
EVT_8007564_A;OK;;;;;;;;;;X
EVT_8007609_NAME;Death of Yitzhak Ben Zvi;;;;;;;;;;X
EVT_8007609_DESC;When Israel gained its independence, Ben-Zvi was among the signers of its Declaration of Independence on 14 May 1948. He served in the First and Second Knesset for the Mapai party. He was elected President of Israel on 8 December 1952, assumed office on 16 December 1952, and continued to serve in such position until his death, being the person who held this post for the longest period of time.;;;;;;;;;;X
EVT_8007609_A;Rest in peace;;;;;;;;;;X
EVT_8007622_NAME;End of the British Mandate for Palestine;;;;;;;;;;X
