;;;;;;;;;;;;x,,,,,,,
urban_astana;大都市;;;;;;;;;;x
urban_asuncion;大都市;;;;;;;;;;x
urban_atlanta;大都市;;;;;;;;;;x
urban_baghdad;大都市;;;;;;;;;;x
urban_baku;大都市;;;;;;;;;;x
urban_bangkok;大都市;;;;;;;;;;x
urban_barcelona;大都市;;;;;;;;;;x
urban_beijing;大都市-北京;;;;;;;;;;x
urban_beirut;大都市;;;;;;;;;;x
urban_belgrade;大都市;;;;;;;;;;x
urban_berlin;大都市;;;;;;;;;;x
urban_bern;大都市;;;;;;;;;;x
urban_tabriz;大都市;;;;;;;;;;x
urban_bogota;大都市;;;;;;;;;;x
urban_boston;大都市;;;;;;;;;;x
urban_bratislava;大都市;;;;;;;;;;x
urban_brasilia;大都市;;;;;;;;;;x
urban_brunei;大都市;;;;;;;;;;x
urban_brussels;大都市;;;;;;;;;;x
urban_bucharest;大都市;;;;;;;;;;x
urban_buenos_aires;大都市;;;;;;;;;;x
urban_cairo;大都市;;;;;;;;;;x
urban_canberra;大都市;;;;;;;;;;x
urban_caracas;大都市;;;;;;;;;;x
urban_chicago;大都市;;;;;;;;;;x
urban_colombo;大都市;;;;;;;;;;x
urban_copenhagen;大都市;;;;;;;;;;x
urban_damascus;大都市;;;;;;;;;;x
urban_dhaka;大都市;;;;;;;;;;x
urban_dili;大都市;;;;;;;;;;x
urban_doha;大都市;;;;;;;;;;x
urban_dubai;大都市;;;;;;;;;;x
urban_dublin;大都市;;;;;;;;;;x
urban_dushanbe;大都市;;;;;;;;;;x
urban_frankfurt;大都市;;;;;;;;;;x
urban_giza;大都市;;;;;;;;;;x
urban_guatemala_city;大都市;;;;;;;;;;x
urban_hanoi;大都市;;;;;;;;;;x
urban_havana;大都市;;;;;;;;;;x
urban_helsinki;大都市;;;;;;;;;;x
urban_hong_kong;大都市;;;;;;;;;;x
urban_islamabad;大都市;;;;;;;;;;x
urban_istanbul;大都市;;;;;;;;;;x
urban_jakarta;大都市;;;;;;;;;;x
urban_jerusalem;大都市;;;;;;;;;;x
urban_johannesburg;大都市;;;;;;;;;;x
urban_kabul;大都市;;;;;;;;;;x
urban_karachi;大都市;;;;;;;;;;x
urban_kiev;大都市;;;;;;;;;;x
urban_kuala_lumpur;大都市;;;;;;;;;;x
urban_kuwait_city;大都市;;;;;;;;;;x
urban_la_paz;大都市;;;;;;;;;;x
urban_lima;大都市;;;;;;;;;;x
urban_lisbon;大都市;;;;;;;;;;x
urban_ljubljana;大都市;;;;;;;;;;x
urban_london;大都市;;;;;;;;;;x
urban_los_angeles;大都市;;;;;;;;;;x
urban_luxembourg;大都市;;;;;;;;;;x
urban_madrid;大都市;;;;;;;;;;x
urban_managua;大都市;;;;;;;;;;x
urban_manama;大都市;;;;;;;;;;x
urban_manila;大都市;;;;;;;;;;x
urban_melbourne;大都市;;;;;;;;;;x
urban_mexico_city;大都市;;;;;;;;;;x
urban_miami;大都市;;;;;;;;;;x
urban_milan;大都市;;;;;;;;;;x
urban_minsk;大都市;;;;;;;;;;x
urban_montevideo;大都市;;;;;;;;;;x
urban_moscow;大都市;;;;;;;;;;x
urban_mumbai;大都市;;;;;;;;;;x
urban_munich;大都市;;;;;;;;;;x
urban_muscat;大都市;;;;;;;;;;x
urban_naples;大都市;;;;;;;;;;x
urban_naypyidaw;大都市;;;;;;;;;;x
urban_new_delhi;大都市;;;;;;;;;;x
urban_new_york;大都市;;;;;;;;;;x
urban_nicosia;大都市;;;;;;;;;;x
urban_oslo;大都市;;;;;;;;;;x
urban_ottawa;大都市;;;;;;;;;;x
urban_panama_city;大都市;;;;;;;;;;x
urban_paris;大都市;;;;;;;;;;x
urban_phnom_penh;大都市;;;;;;;;;;x
urban_podgorica;大都市;;;;;;;;;;x
urban_port_au_prince;大都市;;;;;;;;;;x
urban_prague;大都市;;;;;;;;;;x
urban_pretoria;大都市;;;;;;;;;;x
urban_pyongyang;大都市;;;;;;;;;;x
urban_quito;大都市;;;;;;;;;;x
urban_riga;大都市;;;;;;;;;;x
urban_riyadh;大都市;;;;;;;;;;x
urban_rome;大都市;;;;;;;;;;x
urban_sanaa;大都市;;;;;;;;;;x
urban_san_francisco;大都市;;;;;;;;;;x
urban_san_juan;大都市;;;;;;;;;;x
urban_san_jose;大都市;;;;;;;;;;x
urban_san_salvador;大都市;;;;;;;;;;x
urban_santiago;大都市;;;;;;;;;;x
urban_santo_domingo;大都市;;;;;;;;;;x
urban_sao_paulo;大都市;;;;;;;;;;x
urban_sarajevo;大都市;;;;;;;;;;x
urban_seoul;大都市;;;;;;;;;;x
urban_shanghai;大都市-上海;;;;;;;;;;x
urban_singapore;大都市;;;;;;;;;;x
urban_skopje;大都市;;;;;;;;;;x
urban_sofia;大都市;;;;;;;;;;x
urban_stockholm;大都市;;;;;;;;;;x
urban_sucre;大都市;;;;;;;;;;x
urban_sydney;大都市;;;;;;;;;;x
urban_taipei;大都市;;;;;;;;;;x
urban_tallinn;大都市;;;;;;;;;;x
urban_tbilisi;大都市;;;;;;;;;;x
urban_tirana;大都市;;;;;;;;;;x
urban_tegucigalpa;大都市;;;;;;;;;;x
urban_tehran;大都市;;;;;;;;;;x
urban_tokyo;大都市;;;;;;;;;;x
urban_toronto;大都市;;;;;;;;;;x
urban_ulan_bator;大都市;;;;;;;;;;x
urban_venice;大都市;;;;;;;;;;x
urban_vienna;大都市;;;;;;;;;;x
urban_vientiane;大都市;;;;;;;;;;x
urban_vilnius;大都市;;;;;;;;;;x
urban_warsaw;大都市;;;;;;;;;;x
urban_washington;大都市;;;;;;;;;;x
urban_wellington;大都市;;;;;;;;;;x
urban_yerevan;大都市;;;;;;;;;;x
urban_zagreb;大都市;;;;;;;;;;x
urban_zurich;大都市;;;;;;;;;;x
other_minerals_RGO_SIZE;其他矿产规模;;;;;;;;;;X
gold_silver_RGO_SIZE;贵金属矿规模;;;;;;;;;;X
bauxite_RGO_SIZE;矾土矿规模;;;;;;;;;;X
