ADDTOSPHERE_WE_ACCEPT_SETUP;当我国被纳入某国势力范围;;;;;;;;;x
ADD_ACCEPTED_CULTURE;?$CULTURE$?成为我国接受的文化族群\n;;;;;;;;;x
ADD_BUILDING;在$WHERE$获得?$NAME$??\n;;;;;;;;;x
ADD_BUILDING_EFFECT;在$PROVINCE$获得?$VALUE$级的$BUILDING$?\n;;;;;;;;;x
ADD_CRIME;获得?$NAME$?\n;;;;;;;;;x
ADD_CRUDE_OIL_EFFECT;获得?$VALUE$?原油?\n;;;;;;;;;x
ADD_DISSENT_EFFECT;增加?$VALUE$?不满?\n;;;;;;;;;x
ADD_ENERGY_EFFECT;获得?$VALUE$?能源?\n;;;;;;;;;x
ADD_METAL_EFFECT;获得?$VALUE$?金属?\n;;;;;;;;;x
ADD_MONEY_EFFECT;获得?$VALUE$??n;;;;;;;;;x
ADD_NEUTRALITY_EFFECT;?$COUNTRY$?获得?$VALUE$?中立度?\n;;;;;;;;;x
ADD_ORGANISATION_POPULARITY_EFFECT;?$IDEOLOGY$?获得?$ORGANISATION$?的组织度和?$POPULARITY$?的支持率?\n;;;;;;;;;x
ADD_PROVINCE_CRUDE_OIL_EFFECT;获得?$VALUE$?原油，在?$PROVINCE$?\n;;;;;;;;;x
ADD_PROVINCE_ENERGY_EFFECT;获得?$VALUE$?能源，在?$PROVINCE$?\n;;;;;;;;;x
ADD_PROVINCE_METAL_EFFECT;获得?$VALUE$?金属，在?$PROVINCE$?\n;;;;;;;;;x
ADD_PROVINCE_MONEY_EFFECT;获得?$VALUE$? ?在 ?$PROVINCE$?.\n;;;;;;;;;x
ADD_PROVINCE_RARE_MATERIALS_EFFECT;获得?$VALUE$?的稀有金属，在?$PROVINCE$?\n;;;;;;;;;x
ADD_PROVINCE_SUPPLIES_EFFECT;获得?$VALUE$?补给，在?$PROVINCE$?\n;;;;;;;;;x
ADD_RARE_MATERIALS_EFFECT;获得?$VALUE$?稀有金属?\n;;;;;;;;;x
ADD_RELATIVE_INCOME_EFFECT;国库：$VALUE$?;;;;;;;;;x
ADD_RULING_PARTY_ORG_EFFECT;$NAME$获得?$VALUE$?组织度;;;;;;;;;x
ADD_RULING_PARTY_POP_EFFECT;$NAME$获得?$VALUE$?支持率\n;;;;;;;;;x
ADD_SUB_UNIT_EFFECT;获得$UNIT$于?$WHERE$?;;;;;;;;;x
ADD_SUPPLIES_EFFECT;获得?$VALUE$?补给?\n;;;;;;;;;x
ADD_THREAT_EFFECT;?$COUNTRY$?获得?$VALUE$?的威胁?$TARGET_COUNTRY$?\n;;;;;;;;;x
ADD_UNITY_EFFECT;获得?$VALUE$?国家凝聚力?\n;;;;;;;;;x
ADD_WARGOAL_DESC;需要$COST$的战争得分来要求;;;;;;;;;x
ADD_WARGOAL_EFFECT;当我们加入这个战争目标，将获得：;;;;;;;;;x
ADD_WARGOAL_FAILURE;当我们未达成这个战争目标，将获得：;;;;;;;;;x
ADD_WARGOAL_INFAMY;如果我们将这个战争目标加入战争，我们将获得$COST$的?恶名?;;;;;;;;;x
ADD_WARGOAL_MILITANCY;如果我们没能达成这个战争目标，我们的所有民众将获得$MILITANCY$的?斗争性?;;;;;;;;;x
ADD_WARGOAL_PEACE_COST;需要$COST$的战争得分;;;;;;;;;x
ADD_WARGOAL_PRESTIGE;如果我们达成了这个战争目标，我们将获得$COST$的?威望?;;;;;;;;;x
ADD_WARGOAL_SUCCESS;当我们达成这个战争目标，将获得：;;;;;;;;;x
ADD_WARGOAL_WARGOAL;战争目标：?$GOAL$?;;;;;;;;;x
ADJ;阿扎尔;;;;;;;;;x
ADJ_ADJ;阿扎尔的;;;;;;;;;x
ADJ_FORT_EXTRA_ATTR;?+$VAL$%?来自附近敌对的要塞;;;;;;;;;x
ADJ_communist;共产党;;;;;;;;;x
ADJ_conservative;保守党;;;;;;;;;x
ADJ_liberal;自由党;;;;;;;;;x
ADJ_populist;爱国党;;;;;;;;;x
ADJ_progressive;自由党;;;;;;;;;x
ADJ_socialist;工党;;;;;;;;;x
ADJ_traditionalist;人民党;;;;;;;;;x
ADL;奥罗米亚;;;;;;;;;x
ADL_ADJ;奥罗米亚的;;;;;;;;;x
ADL_MORE;&& ....;;;;;;;;;x
ADL_communist;共产党;;;;;;;;;x
ADL_conservative;保守党;;;;;;;;;x
ADL_conservative_2;自由阵线;;;;;;;;;x
ADL_conservative_4;国民党;;;;;;;;;x
ADL_conservative_5;民族阵线;;;;;;;;;x
ADL_liberal;自由党;;;;;;;;;x
ADL_liberal_2;共和联盟;;;;;;;;;x
ADL_liberal_3;联合阵线;;;;;;;;;x
ADL_liberal_4;激进共和;;;;;;;;;x
ADL_liberal_5;联合共和;;;;;;;;;x
ADL_liberal_6;改良共和;;;;;;;;;x
ADL_populist;爱国党;;;;;;;;;x
ADL_progressive;自由党;;;;;;;;;x
ADL_socialist;工党;;;;;;;;;x
ADL_traditionalist;人民党;;;;;;;;;x
ADMINISTRATION;行政开支;;;;;;;;;x
ADMINISTRATIVE_TAX_EFFICIENCY;行政税收效率：?$VALUE$?%;;;;;;;;;x
ADMIRAL;海军上将;;;;;;;;;x
ADM_DESC;行政开支可促使官员运作与维持一个健康的官僚系统，进而提高税收效率和减少犯罪率。;;;;;;;;;x
ADM_EFF_TECH;行政效率;;;;;;;;;x
ADM_EXPLAIN_DESC;这一所需百分比基于以下各项\n;;;;;;;;;x
ADO;安道尔;;;;;;;;;x
ADO_ADJ;安道尔的;;;;;;;;;x
ADO_communist;共产党;;;;;;;;;x
ADO_conservative;保守党;;;;;;;;;x
ADO_liberal;自由党;;;;;;;;;x
ADO_populist;爱国党;;;;;;;;;x
ADO_progressive;自由党;;;;;;;;;x
ADO_socialist;工党;;;;;;;;;x
ADO_traditionalist;人民党;;;;;;;;;x
AEH;亚齐;;;;;;;;;x
AEH_ADJ;亚齐的;;;;;;;;;x
AEH_communist;共产党;;;;;;;;;x
AEH_conservative;保守党;;;;;;;;;x
AEH_liberal;自由党;;;;;;;;;x
AEH_populist;爱国党;;;;;;;;;x
AEH_progressive;自由党;;;;;;;;;x
AEH_socialist;工党;;;;;;;;;x
AEH_traditionalist;人民党;;;;;;;;;x
AFG;阿富汗;;;;;;;;;x
AFG_1209;普什图斯坦;;;;;;;;;x
AFG_1214;西阿富汗;;;;;;;;;x
AFG_1217;东阿富汗;;;;;;;;;x
AFG_ADJ;阿富汗的;;;;;;;;;x
AFG_communist;共产主义派;;;;;;;;;x
AFG_conservative;埃米尔派;;;;;;;;;x
AFG_liberal;帕夏派;;;;;;;;;x
AFG_liberal_2;自由主义派;;;;;;;;;x
AFG_nationalist;北方联盟;;;;;;;;;x
AFG_populist;民族主义派;;;;;;;;;x
AFG_progressive;激进派;;;;;;;;;x
AFG_socialist;社会主义派;;;;;;;;;x
AFG_traditionalist;法西斯派;;;;;;;;;x
AGREE;同意;;;;;;;;;x
AGREE_RP_TR;大于?$VAL$%?与执政党的意识形态一致;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME;$ORDER$$FIRST$内战;;;;;;;;;x
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$太平天国运动;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST$ 侵略战争;;;;;;;;;x
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$克里米亚战争;;;;;;;;;x
AGRESSION_UNIFICATION_HUMILIATE_NAME;$FIRST_COUNTRY$ - $SECOND_COUNTRY$ 兄弟之战;;;;;;;;;x
AGRESSION_WAR_ADD_SPHERE_NAME;$ORDER$征服$SECOND_COUNTRY$之战;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$解放 $FIRST$ 战争;;;;;;;;;x
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$美墨战争;;;;;;;;;x
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$$FIRST$-$SECOND$ 恢复帝国之战;;;;;;;;;x
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND$ 英属印度战争;;;;;;;;;x
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$ 中国统一战争;;;;;;;;;x
AGRESSION_WAR_COLONIAL_NAME;$ORDER$$FIRST$$STATE$殖民战争;;;;;;;;;x
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$FIRST$ 夺回殖民地战争;;;;;;;;;x
AGRESSION_WAR_CONCESSION_NAME;$ORDER$$STATE$租借地战争;;;;;;;;;x
AGRESSION_WAR_CONQUEST_NAME;$ORDER$$FIRST_COUNTRY$侵略$SECOND_COUNTRY$之战;;;;;;;;;x
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$$FIRST$ 侵略战争;;;;;;;;;x
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$FIRST$ 收复 $COUNTRY_ADJ$ 战争;;;;;;;;;x
AGRESSION_WAR_FREE_BALKANS_NAME;$ORDER$$FIRST$-$SECOND$ 巴尔干战争;;;;;;;;;x
AGRESSION_WAR_FREE_NAME;$ORDER$$FIRST_COUNTRY$扶持$COUNTRY$战争;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME;$ORDER$$FIRST$ 干涉 $SECOND_COUNTRY$战争;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME_ENG_CHI;$ORDER$中英战争;;;;;;;;;x
AGRESSION_WAR_GUNBOAT_NAME_FRA_MEX;$ORDER$糕饼战争;;;;;;;;;x
AGRESSION_WAR_HOLY_LAND_NAME;$ORDER$$FIRST$-$SECOND$ 地中海东部之战;;;;;;;;;x
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$ 羞辱 $SECOND$ 之战;;;;;;;;;x
AGRESSION_WAR_INDEPENDENCE_NAME;$ORDER$$FIRST$ 独立战争;;;;;;;;;x
AGRESSION_WAR_LIBERATE_NAME;$ORDER$$FIRST$解放$COUNTRY$之战;;;;;;;;;x
AGRESSION_WAR_MONROE_DOCTRINE_NAME;$ORDER$$FIRST$-$SECOND$ 反帝战争;;;;;;;;;x
AGRESSION_WAR_NAME;$ORDER$$FIRST$侵略战争;;;;;;;;;x
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$获取属于$FIRST$$SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME;$ORDER$$FIRST$ 控制 $SECOND_COUNTRY$之战;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$爱尔兰独立战争;;;;;;;;;x
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$罗马尼亚独立战争;;;;;;;;;x
AGRESSION_WAR_RESTORE_AMERICA_NAME;$ORDER$$FIRST$-$SECOND$ 美国收复战争;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST_COUNTRY$恢复$SECOND$秩序;;;;;;;;;x
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$ 铂金战争;;;;;;;;;x
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRS_COUNTRY$遏制$SECOND_COUNTRY$之战;;;;;;;;;x
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST$ 圣战;;;;;;;;;x
AGRESSION_WAR_SANCTIONS_NAME;$ORDER$$FIRST$ 制裁 $SECOND$ 之战;;;;;;;;;x
AGRESSION_WAR_TAKE_CORE_NAME;$ORDER$$FIRST_COUNTRY$侵略$STATE$;;;;;;;;;x
AGRESSION_WAR_TAKE_NAME;$ORDER$$FIRST$$STATE$战争;;;;;;;;;x
AGRESSION_WAR_TAKE_SPHERE_NAME;$ORDER$在$COUNTRY_ADJ$ $FIRST_COUNTRY$ - $SECOND_COUNTRY$ 战争;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$$FIRST_COUNTRY$解放$SECOND_COUNTRY$;;;;;;;;;x
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$$FIRST_COUNTRY$解放$STATE$;;;;;;;;;x
AI;AI;;;;;;;;;x
AIREASON_ALLY;盟友;;;;;;;;;x
AIREASON_ALLY_OF_ALLY;盟友的盟友;;;;;;;;;x
AIREASON_ATTACKING_ALLY;攻击盟国;;;;;;;;;x
AIREASON_ATTACKING_ENEMIES;攻击敌国;;;;;;;;;x
AIREASON_ATTACKING_FRIENDS;攻击友国;;;;;;;;;x
AIREASON_BACKED_BY_ALLY;受盟友支持;;;;;;;;;x
AIREASON_BADBOY;恶名;;;;;;;;;x
AIREASON_BASE_RELUCTANCE;基础阻力;;;;;;;;;x
AIREASON_CIV_VS_UNCIV;文明对阵野蛮;;;;;;;;;x
AIREASON_COMMON_FOE;共同的敌人;;;;;;;;;x
AIREASON_CONSTRUCTING_CB;战略利益;;;;;;;;;x
AIREASON_CRISIS_OFFER;$WARGOAL$：;;;;;;;;;x
AIREASON_CURRENT_WARS;战争中;;;;;;;;;x
AIREASON_DESIRES_GP_ALLY;想要列强盟友;;;;;;;;;x
AIREASON_DIFFERENT_GOVTYPES;政体;;;;;;;;;x
AIREASON_DIPLOMATIC_GOALS;政治考量;;;;;;;;;x
AIREASON_DISTANCE;距离;;;;;;;;;x
AIREASON_GP_RELATIONS;评价;;;;;;;;;x
AIREASON_HELD_CORES;拥有核心省份;;;;;;;;;x
AIREASON_NEGATIVE_RELATIONS;恶劣关系;;;;;;;;;x
AIREASON_NOT_OVERLORD;不是我国的宗主国;;;;;;;;;x
AIREASON_OTHER_SPHERE;不同势力范围;;;;;;;;;x
AIREASON_OTHER_SPHERE_LEADER;他国的势力范围;;;;;;;;;x
AIREASON_OUR_CASUS_BELLI;我们的战争借口;;;;;;;;;x
AIREASON_OUR_SPHERE;我国的势力范围;;;;;;;;;x
AIREASON_OVERLORD;宗主国;;;;;;;;;x
AIREASON_RELATIONS;关系;;;;;;;;;x
AIREASON_RELATIVE_ARMY_STRENGTH;陆军力量;;;;;;;;;x
AIREASON_RELATIVE_NAVY_STRENGTH;海军力量;;;;;;;;;x
AIREASON_STRATEGIC_INTERESTS;战略利益;;;;;;;;;x
AIREASON_THREATS;威胁;;;;;;;;;x
AIREASON_TOO_EARLY_IN_CRISIS;危机早期;;;;;;;;;x
AIREASON_TOO_MANY_ALLIANCES;太多盟国;;;;;;;;;x
AIREASON_TOO_MANY_CRISIS_WARGOALS;增加战争目标;;;;;;;;;x
AIREASON_TOO_MANY_GP_ALLIES;太多列强盟友;;;;;;;;;x
AIREASON_WAR_WITH_SPHERE_LEADER;与势力范围主导国战斗;;;;;;;;;x
AIREASON_YOUR_CASUS_BELLI;你们的战争借口;;;;;;;;;x
AIRWINGS;空军部队;;;;;;;;;x
AI_DIPLOMATIC_VALUE;交涉值;;;;;;;;;x
AI_DIPLO_NO;他们不会接受;;;;;;;;;x
AI_DIPLO_YES;他们会接受;;;;;;;;;x
AI_EVENT;ai event;;;;;;;;;x
AI_FEARS_OTHER_DESC1_LONG;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出了两国很快就将爆发战争的结论，而一旦那一天到来，$TAG_0_0$的存亡会受到巨大威胁。$TAG_0_0$上下阶层的公民一致要求他们的政府寻求与某个列强结盟以减少$TAG_0_1$带来的威胁。;;;;;;;;;x
AI_FEARS_OTHER_DESC1_MEDIUM;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出结论：若没有其他国家的保障，两国之间的战争将难以避免。;;;;;;;;;x
AI_FEARS_OTHER_DESC1_SHORT;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！文章在对两国紧张关系进行分析后，得出了两国难免一战的结论。;;;;;;;;;x
AI_FEARS_OTHER_DESC2_LONG;据$TAG_0_0_ADJ$政府的内部消息，高层弥漫着一股危机感。许多人预测他们的国家与$TAG_0_1$之间的争端将导致国际冲突，届时$TAG_0_0$方面将胜算渺茫。因此，坊间传言他们正在考虑不得不战的可能性，并为此积极做战备。恐惧的情绪似乎也感染到了国民，他们害怕一旦战败，国家将遭灭顶之灾。;;;;;;;;;x
AI_FEARS_OTHER_DESC2_MEDIUM;$TAG_0_0_ADJ$官员一想到最近$TAG_0_1$的一系列举动就眉头紧锁。许多人都警惕地关注着$TAG_0_1_ADJ$动向，害怕最终到来的战争将导致国家遭受灭顶之灾。;;;;;;;;;x
AI_FEARS_OTHER_DESC2_SHORT;当地报道显示，似乎$TAG_0_0_ADJ$官民上下普遍畏惧$TAG_0_1$的军力。详见第四版。;;;;;;;;;x
AI_FEARS_OTHER_TITLE1;$TAG_0_0_ADJ$恐惧;;;;;;;;;x
AI_FEARS_OTHER_TITLE2;$TAG_0_0_ADJ$恐惧;;;;;;;;;x
AI_FEARS_US_DESC1_LONG;我们的通讯员从$TAG_0_0$发来未经证实的消息。有不愿意透露姓名的人士称，近几个月来在他们国家的首都已经举行了多场有军方高层参与的会议。这些会议的主要议题是就可能来自我国的宣战和入侵行动进行战役推演。他们讨论了反击方法，甚至必要情况下的游击战方法也在其列。显然$TAG_0_0_ADJ$军方的首脑们已经在做最坏的打算。似乎他们非常惧怕我们！;;;;;;;;;x
AI_FEARS_US_DESC1_MEDIUM;来自$TAG_0_0$的不愿意透露姓名的人士称其政府正在做最坏的打算。他们认为有可能会遭到来自我国的宣战和入侵，而他们的军方高层认为我们的军事实力令人畏惧！;;;;;;;;;x
AI_FEARS_US_DESC1_SHORT;来自$TAG_0_0$的不愿意透露姓名的人士称该国在首都举行了一系列军事会议。似乎他们认为我国很有可能入侵他们！;;;;;;;;;x
AI_FEARS_US_DESC2_LONG;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出了两国很快就将爆发战争的结论，而一旦那一天到来，$TAG_0_0$的存亡会受到巨大威胁。$TAG_0_0$上下阶层的公民一致要求他们的政府寻求与某个列强结盟以减少我们日益逼近带来的威胁。;;;;;;;;;x
AI_FEARS_US_DESC2_MEDIUM;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！通过对该国和我国紧张关系的深入分析以及两国相关军事实力的细致比较，作者得出结论：若没有其他国家的保障，两国之间的战争将难以避免。;;;;;;;;;x
AI_FEARS_US_DESC2_SHORT;最近$TAG_0_0_ADJ$报纸登出的一篇文章震惊了他们的国家！文章在对两国的紧张关系进行分析后，得出了两国难免一战的结论。;;;;;;;;;x
AI_FEARS_US_DESC3_LONG;偏见和仇恨主导了$TAG_0_0$。日益增长的仇恨在周一达到了高潮。$TAG_0_0_ADJ$外相在我国驻$TAG_0_0$使馆的草坪上羞辱了我国大使。我国外相被问到对此事的看法时说：“这件事充分证明了我们根本不能指望他们能表现出文明人的礼仪。野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。”虽然现在两国还未断交，但是战争恐怕不可避免。;;;;;;;;;x
AI_FEARS_US_DESC3_MEDIUM;偏见和仇恨主导了$TAG_0_0$。周一$TAG_0_0_ADJ$外相羞辱了我国大使。我国外相说：“野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。”;;;;;;;;;x
AI_FEARS_US_DESC3_SHORT;周一$TAG_0_0_ADJ$外相侮辱了我国大使。野蛮人和暴徒统治了$TAG_0_0$，此等宵小不除则天下一日不安。;;;;;;;;;x
AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$惧怕我国力量！;;;;;;;;;x
AI_FEARS_US_TITLE2;$TAG_0_0$惧怕我们的逼近！;;;;;;;;;x
AI_FEARS_US_TITLE3;$TAG_0_0_ADJ$羞辱！;;;;;;;;;x
AI_LOVES_OTHER_DESC1_LONG;$TAG_0_0_ADJ$报纸刊登了一篇文章，描绘了他们和$TAG_0_1$之间融洽的关系。在提到了许多两国之间基于友好和互信基础上进行的合作之后，作者声称两国之间是朋友和兄弟的关系。文章使用了“可信”、“可靠”、“牢不可破”等词语来描绘两国关系，报纸建议$TAG_0_0$政府继续保持和$TAG_0_1$一致的政策，谋求双方形成共同利益和目标，以增加对双方利益的互相保证。;;;;;;;;;x
AI_LOVES_OTHER_DESC1_MEDIUM;$TAG_0_0_ADJ$报纸刊登了一篇文章，描绘了他们和$TAG_0_1$之间融洽的关系。在提到了许多两国之间基于友好和互信基础上进行的合作之后，作者声称两国之间是朋友和兄弟的关系。;;;;;;;;;x
AI_LOVES_OTHER_DESC1_SHORT;$TAG_0_0_ADJ$报纸刊登了一篇文章，描绘了他们和$TAG_0_1$之间融洽的关系。文章呼吁与$TAG_0_1$结成联盟。;;;;;;;;;x
